År	Län	Distance from station	Graderingsdatum	Mjöldagg % ang blad 1–3	Kornets bladfläcksjuka % ang blad 1–3	Sköldfläcksjuka % ang blad 1–3	Kornrost % ang blad 1–3	Trips antal/strå	Trips % ang bladslidor	Havrebladlus antal/strå	Sädesbladlus antal/strå	Svartpricksjuka % ang blad 1–3	Trips antal/planta	Bladlus antal/blad	Gröna löss antal/25 pl	Stritnymfer antal/blad	Vetets bladfläcksjuka % ang blad 1–3	Stråknäckare index	Primär angrepp % ang plantor	Bladmögel % ang plantor	Rotbrand ang pl/10 pl	Apotecier A antal/25 skl	Apotecier C antal/25 skl	Ärtvecklare antal/fälla	Bladmögel % ang bladyta	Bladfläcksvampar % ang blad 1–3	Betfluga 0–5	Jordburna insekter ang pl/10 pl	Fusarium % ang plantor	Rapsbagge antal/planta	Betrost % angripna blad	Stritar antal/dygn/fälla1	Stritar antal/dygn/fälla2	Betfluga ang pl/25 pl	Mjöldagg % angripna blad	Ärtbladlus antal/toppskott	Blygrå rapsvivel antal/planta	Längd cm	Cercospora % angripna blad	Stinkfly antal/blad	Betbladlus ang pl/25 pl	Svamp totalt % angripna blad	Ärtvivel % angripna blad	Planttäthet antal/100m	Alternaria % ang bladyta	Minerarfluga-stick % ang blad 1–3	Apotecier B antal/25 skl	Bipolaris % ang plantor	Apotecier D antal/25 skl	Jordloppor ang pl/25 pl	Bladmögel % angripna blad	Fritfluga % ang plantor	Jordloppor antal/meter	Brunrost % ang blad 1–3	Gräsbladlus antal/strå	Trips ang pl/25 pl	Vattentillgång 0–5	Gulrost % ang blad 1–3	Betbladlus antal/planta	Trips antal/toppskott	Kronrost % ang blad 1–3	Ramularia % angripna blad	Jordloppor % ang plantor	Nederbörd mm	Fjärilslarver % angripna blad
2007	Skåne län	20-30	2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län	20-30	2007-05-07	0						0	0	25					0									25																												0	0			0						3	
2007	Skåne län	20-30	2007-05-14	0						0	0	10					0									10																												0	0			0						21,5	
2007	Skåne län	20-30	2007-05-21	0								8					0									8																												0				0							
2007	Skåne län	20-30	2007-06-04	0								4					0									4																												0				0							
2007	Skåne län	20-30	2007-06-11	0								24					0									24																												0				0							
2007	Skåne län	20-30	2007-06-18	0								56					0									56																												0				0							
2007	Skåne län	20-30	2007-06-25	0								100					0									100																												12				0							
2007	Skåne län	20-30	2007-07-02	0								100					0									100																												70				0							
2007	Skåne län	20-30	2007-04-16									30																																																					
2007	Skåne län	20-30	2007-04-23	0						0	0	35					0									35																												0	0			0							
2007	Skåne län	20-30	2007-05-07	0						0	0	16					0									16																												0	0			0						3	
2007	Skåne län	20-30	2007-05-14	0						0	0	6					0									6																												0	0			0						21,5	
2007	Skåne län	20-30	2007-05-21	0								8					0									8																												0				0							
2007	Skåne län	20-30	2007-06-04	0								14					0									14																												0				0							
2007	Skåne län	20-30	2007-06-11	0								30					0									30																												0				4							
2007	Skåne län	20-30	2007-06-18																																																			0				0							
2007	Skåne län	20-30	2007-06-25	0								100					0									100																												20				0							
2007	Skåne län	20-30	2007-07-02	0								100					0									100																												50				0							
2007	Skåne län	20-30	2007-04-16									20																																																					
2007	Skåne län	20-30	2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län	20-30	2007-05-07	0						0	0	16					0									16																												0	0			0						3	
2007	Skåne län	20-30	2007-05-14	0						0	0	12					0									12																												0	0			0						21,5	
2007	Skåne län	20-30	2007-05-21	0								8					0									8																												0				0							
2007	Skåne län	20-30	2007-06-04	0								16					0									16																												0				0							
2007	Skåne län	20-30	2007-06-11	0								20					0									20																												0				0							
2007	Skåne län	20-30	2007-06-18	0								30					0									30																												0				0							
2007	Skåne län	20-30	2007-06-25	0								85					0									85																												4				0							
2007	Skåne län	20-30	2007-07-02	0								100					0									100																												80				0							
2007	Skåne län	30-40	2007-04-30												0						0						0	0	3					0							0			520						0						0	2		0						
2007	Skåne län	30-40	2007-04-23												0												0		0					0							0			430						0						0	2		0						
2007	Skåne län	30-40	2007-05-07																		0						0	0	2					0										530						0						0	1								
2007	Skåne län	30-40	2007-05-14																		0						0	0	0					0										538						2						0	4								
2007	Skåne län	30-40	2007-05-21																		0						0	0	0					0																0						0	3								
2007	Skåne län	30-40	2007-05-28												0						0						0							0							0															2	3		0						
2007	Skåne län	30-40	2007-06-04												0						0						0							0							0																2		0						
2007	Skåne län	30-40	2007-06-11												0												0							0							0			538													1		0						
2007	Skåne län	30-40	2007-06-18												0												0							0							0																3		0						
2007	Skåne län	30-40	2007-06-25												0												0							0							0																3		0						
2007	Skåne län	30-40	2007-07-02												0												0														0																5		0						
2007	Skåne län	30-40	2007-07-16												0																0				0				9		0	18															4		0			9			0
2007	Skåne län	30-40	2007-08-20												0																0				0				0		0	9															3		0,12			9			9
2007	Skåne län	30-40	2007-08-13												0																0				3				3		0	12															2		0,28			6			12
2007	Skåne län	30-40	2007-08-06												0																0				0				0		0	6															3		0,12			6			0
2007	Skåne län	30-40	2007-07-30												0																0				0				0		4	4															3		2,8			3			0
2007	Skåne län	30-40	2007-07-23												0																0				0				0		1	4															3		0,08			3			0
2007	Skåne län	30-40	2007-08-27												0																3				18				3		0	33															3		0,08			9			15
2007	Skåne län		2007-05-07	0						0	0	30					0									30																												0	0			0							
2007	Skåne län		2007-05-14	0						0	0	12					0									12																												0	0			0							
2007	Skåne län		2007-05-28	2						0	0	10					0									10																												0	0			0							
2007	Skåne län		2007-06-04	8						0	0	12					0									12																												0	0			0							
2007	Skåne län		2007-06-11	6						0,01	0	10					0									10																												0	0			0							
2007	Skåne län		2007-06-18	26						0	0	58					0									58																												0	0			0							
2007	Skåne län		2007-06-25	50								60					0									60																												8				0							
2007	Skåne län		2007-07-02	70						0	0	70					0									70																												10	0			0							
2007	Skåne län	30-40	2007-04-16																							15																																							
2007	Skåne län	30-40	2007-04-30	10		0		4																		20																												0				0							
2007	Skåne län	30-40	2007-04-23	0		0		1,5		0	0															20																												0	0			0							
2007	Skåne län	30-40	2007-05-07	5		0		5,4	0	0	0															20																												0	0			0							
2007	Skåne län	30-40	2007-05-14	0		0		2		0	0															6																												0	0			0							
2007	Skåne län	30-40	2007-05-21	0,01		0,01				0	0															10																												0	0			0							
2007	Skåne län	30-40	2007-05-28	16		2				0	0															4																												6	0			0							
2007	Skåne län	30-40	2007-06-04	20		0				0	0															12																												10	0			0							
2007	Skåne län	30-40	2007-06-11	6		0				0	0															8																												40	0			0							
2007	Skåne län	30-40	2007-06-18							0	0,6																																											50	0										
2007	Skåne län	30-40	2007-07-16											0											0													70							0																				
2007	Skåne län	30-40	2007-08-20																						75													60							0																				
2007	Skåne län	30-40	2007-08-13											0											50							1,5						63							0,01																				
2007	Skåne län	30-40	2007-08-06											0											25							0,28						73							0,01																				
2007	Skåne län	30-40	2007-07-30											0,03											1							0,14						73							0																				
2007	Skåne län	30-40	2007-07-23											0,05											0,02													72							0																				
2007	Skåne län	30-40	2007-08-27																						95							0						40																											
2007	Skåne län	30-40	2007-04-30	0		0,01																																																0											
2007	Skåne län	30-40	2007-04-23	0		0,01		0,4		0	0																																											0	0										
2007	Skåne län	30-40	2007-05-07	0		0,01		0,6		0	0																																											0	0										
2007	Skåne län	30-40	2007-05-14	0		0				0	0																																											0,01	0										
2007	Skåne län	30-40	2007-05-21	0		2				0	0																																											0	0										
2007	Skåne län	30-40	2007-05-28	0		10				0	0																																											4	0										
2007	Skåne län	30-40	2007-06-04	0		8				0	0																																											2	0										
2007	Skåne län	30-40	2007-06-11	0		6			0	0	0,3																																											58	0										
2007	Skåne län	30-40	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	30-40	2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	30-40	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	30-40	2007-05-14	0	4	0	0			0	0								0																											0									0										
2007	Skåne län	30-40	2007-05-21	8	4	0	0			0	0								0																											0									0										
2007	Skåne län	30-40	2007-05-28	60	2	0	0			0	0																																			0									0										
2007	Skåne län	30-40	2007-06-04	34	0	0	0			0	0								0																											0									0										
2007	Skåne län	30-40	2007-06-11	60	0	0	0			0	0																																												0										
2007	Skåne län	30-40	2007-06-18	72	4	0	14			0,1	0																																												0										
2007	Skåne län	30-40	2007-06-25	80	10	0	18			0,12	0,2																																												0,04										
2007	Skåne län	30-40	2007-07-02	76	12	0	30			0,04	0,2																																												0										
2007	Skåne län	40-50	2007-04-30	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-14	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-21	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-28	0						0	0	4					0									4																										0		0	0			0							
2007	Skåne län	40-50	2007-06-04	0						0	0,2	0,01					0									0																												0	0			0							
2007	Skåne län	40-50	2007-06-11	6						0	0,16	0					0									0																												0,01	0			0							
2007	Skåne län	40-50	2007-06-18	4						0	0	4					0									4																												0	0			0							
2007	Skåne län	40-50	2007-06-25	16						0	0	6					0									6																												0	0			0							
2007	Skåne län	40-50	2007-07-02	38						0	0	18					0									18																												0	0			0							
2007	Skåne län	30-40	2007-04-30	0						0	0								0							0																										0			0						0				
2007	Skåne län	30-40	2007-04-23	0						0	0								0							0																										0			0						0				
2007	Skåne län	30-40	2007-05-07	0						0	0								0							0																										0			0						0				
2007	Skåne län	30-40	2007-05-14	0						0	0								0							0,01																										0			0						0				
2007	Skåne län	30-40	2007-05-21	0						0	0								0							0																										0			0						0				
2007	Skåne län	30-40	2007-05-28	2						0	0								0							4																										0			0						0				
2007	Skåne län	30-40	2007-06-04	0						0	1															2																													1						0				
2007	Skåne län	30-40	2007-06-11	0						0	0															4																													0						0				
2007	Skåne län	30-40	2007-06-18	0						0,08	0															4																													0						0				
2007	Skåne län	30-40	2007-06-25	0						0,08	0,3															6																													0						0				
2007	Skåne län	30-40	2007-07-02	6						0,08	1															10																													0						0				
2007	Skåne län	30-40	2007-04-16					0,5																																																									
2007	Skåne län	30-40	2007-04-30	0		0		4																		20																												0,01				0							
2007	Skåne län	30-40	2007-04-23	0		0		0,2		0	0															10																												0	0			0							
2007	Skåne län	30-40	2007-05-07	0		0		3,2	0	0	0															20																												0	0			0							
2007	Skåne län	30-40	2007-05-14	0		0		0,01		0	0															6																												0	0			0							
2007	Skåne län	30-40	2007-05-21	2		0,01																				14																												0				0							
2007	Skåne län	30-40	2007-05-28	2		4																				10																												8				2							
2007	Skåne län	30-40	2007-06-04	4		0																				12																												6				0							
2007	Skåne län	30-40	2007-06-11	0,01		0																				6																												10				0							
2007	Skåne län	40-50	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	40-50	2007-05-21	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	40-50	2007-05-28	6	0	0	0			0	0								0																											0									0										
2007	Skåne län	40-50	2007-06-04	24	0	0	0			0	0								0																											0									0										
2007	Skåne län	40-50	2007-06-11	4	2	0	2			0	0																																												0										
2007	Skåne län	40-50	2007-06-18	20	4	0	0			0	0																																												0										
2007	Skåne län	40-50	2007-06-25	28	6	0	6			0	0																																												0										
2007	Skåne län	40-50	2007-07-02	36	18	0	20			0	0																																												0										
2007	Skåne län	40-50	2007-04-30	0																						0,01																												0				0							
2007	Skåne län	40-50	2007-05-07	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-14	0						0	0	0,01					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-21	0,01								0					0									0																												0				0							
2007	Skåne län	40-50	2007-05-28	0								8					0									0																												0				0							
2007	Skåne län	40-50	2007-06-04	0								4					0									0																												0											
2007	Skåne län	40-50	2007-06-11	0								0					0									0																												0				6							
2007	Skåne län	40-50	2007-06-18	0								2					0									2																												0				8							
2007	Skåne län	40-50	2007-06-25	20								14					0									14																												8				24							
2007	Skåne län	40-50	2007-07-02	24								10					0									10																												26				54							
2007	Skåne län	30-40	2007-04-16					1																																																									
2007	Skåne län	30-40	2007-04-30	10		0		1																		20																												0				0							
2007	Skåne län	30-40	2007-04-23	0		0		1		0	0															20																												0	0			0							
2007	Skåne län	30-40	2007-05-07	4		0,01		1,2		0	0															16																												0	0			0							
2007	Skåne län	30-40	2007-05-14	0		0		0	0	0	0															8																												0	0			0							
2007	Skåne län	30-40	2007-05-21	12		0																				14																												0,01				0							
2007	Skåne län	30-40	2007-05-28	14		2																				24																												0,01				0							
2007	Skåne län	30-40	2007-06-11	20		0																				20																												70				0							
2007	Skåne län	40-50	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-14	0	0,01	0	0			0	0								0																											0									0										
2007	Skåne län	40-50	2007-05-21	0	0,01	0	0												0																																														
2007	Skåne län	40-50	2007-05-28	0,01	2	0	0																																																										
2007	Skåne län	40-50	2007-06-04	0	0,01	0	8																																																										
2007	Skåne län	40-50	2007-06-11	0	2	0	2																																																										
2007	Skåne län	40-50	2007-06-18	0	4	0	4																																																										
2007	Skåne län	40-50	2007-06-25	0	4	1	8																																																										
2007	Skåne län	40-50	2007-07-02	0	10	0	36																																																										
2007	Skåne län	40-50	2007-04-30	0								0					0									0																												0				0							
2007	Skåne län	40-50	2007-05-07	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-14	0						0	0	8					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-21	0								14					0									0																												0				0							
2007	Skåne län	40-50	2007-05-28	0								16					0									16																												0				0							
2007	Skåne län	40-50	2007-06-04	0								4					0									0																												2				0							
2007	Skåne län	40-50	2007-06-11	2								6					0									2																												2				0							
2007	Skåne län	40-50	2007-06-18	0								8					0									8																												0				0							
2007	Skåne län	40-50	2007-06-25	4								24					0									24																												2				0							
2007	Skåne län	40-50	2007-07-02	30								28					0									28																												6				0							
2007	Skåne län	30-40	2007-04-16																							25																																							
2007	Skåne län	30-40	2007-04-30	5		0		4																		35																												0,01				0							
2007	Skåne län	30-40	2007-04-23	0		0		0,4		0	0															25																												0	0			0							
2007	Skåne län	30-40	2007-05-07	0,01		0		3,4		0	0															30																												0	0			0							
2007	Skåne län	30-40	2007-05-14	0		0		0	0	0	0															24																												0	0			0							
2007	Skåne län	30-40	2007-05-21	4		0																				14																												0,01				0							
2007	Skåne län	30-40	2007-05-28	4		2																				12																												0,01				0							
2007	Skåne län	30-40	2007-06-04	20		2																				18																												6				0							
2007	Skåne län	30-40	2007-06-11	20		2																				20																												10				0							
2007	Skåne län	30-40	2007-06-18	4																																																		20											
2007	Skåne län	40-50	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	40-50	2007-05-21	0	0	0	0												0																																														
2007	Skåne län	40-50	2007-05-28	0,01	0	0	0																																																										
2007	Skåne län	40-50	2007-06-04	0	0	0	0																																																										
2007	Skåne län	40-50	2007-06-11	0	0	0	0																																																										
2007	Skåne län	40-50	2007-06-18	0	0	0	0																																																										
2007	Skåne län	40-50	2007-06-25	0	2	0	4																																																										
2007	Skåne län	40-50	2007-07-02	0	20	0	24																																																										
2007	Skåne län	40-50	2007-04-30	0								0					0									0																												0				0							
2007	Skåne län	40-50	2007-05-07	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-14	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	40-50	2007-05-21	0								0					0									0																												0				0							
2007	Skåne län	40-50	2007-05-28	0								2					0									2																												0				0							
2007	Skåne län	40-50	2007-06-04	0								0,01					0									0																												0				0							
2007	Skåne län	40-50	2007-06-11	2								2					0									2																												0				0							
2007	Skåne län	40-50	2007-06-18	0								4					0									4																												0				0							
2007	Skåne län	40-50	2007-06-25	6								18					0									18																												0				0							
2007	Skåne län	40-50	2007-07-02	20								14					0									14																												2				0							
2007	Skåne län	40-50	2007-04-30	0								30					0									30																												0				0						0	
2007	Skåne län	40-50	2007-04-23	0						0	0	25					0									25																												0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0	30					0									30																												0	0			0						0	
2007	Skåne län	40-50	2007-05-14	0						0	0	32					0									32																												0	0			0						12	
2007	Skåne län	40-50	2007-05-21	0						0	0	30					0									30																												0	0			0						11	
2007	Skåne län	40-50	2007-05-28	0						0	0,01	20					0									20																												0	0			0						9	
2007	Skåne län	40-50	2007-06-04	0						0	0	8					0									8																												4	0			0						2	
2007	Skåne län	40-50	2007-06-11	0						0	0	10					0									10																												6	0			0						2	
2007	Skåne län	40-50	2007-06-18	0						0	0	8					0									8																												2	0			0						0,5	
2007	Skåne län	40-50	2007-06-25	2								42					0									42																												24				0							
2007	Skåne län	40-50	2007-07-02	0						0	0	76					0									76																												64	0			0						60	
2007	Skåne län	40-50	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	40-50	2007-05-21	0	8	0	0												0																																														
2007	Skåne län	40-50	2007-05-28	0	4	0	0																																																										
2007	Skåne län	40-50	2007-06-04	0	2	0	0																																																										
2007	Skåne län	40-50	2007-06-11	0	2	0	0																																																										
2007	Skåne län	40-50	2007-06-18	0	14	0	0																																																										
2007	Skåne län	40-50	2007-06-25	0	8	0	0																																																										
2007	Skåne län	40-50	2007-07-02	0	10	0	14																																																										
2007	Skåne län	40-50	2007-04-30	0								30					0									30																												0				0						0	
2007	Skåne län	40-50	2007-04-23	0						0	0	40					0									40																												0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0	30					0									30																												0	0			0						0	
2007	Skåne län	40-50	2007-05-14	0						0	0	16					0									16																												0	0			0						12	
2007	Skåne län	40-50	2007-05-21	0								12					0									12																												0				0							
2007	Skåne län	40-50	2007-05-28	2								8					0									8																												0				0							
2007	Skåne län	40-50	2007-06-04	0								6					0									6																												4				0							
2007	Skåne län	40-50	2007-06-11	0								8					0									8																												6				0							
2007	Skåne län	40-50	2007-06-18	0								12					0									12																												0				0							
2007	Skåne län	40-50	2007-06-25	0								16					0									16																												20				0							
2007	Skåne län	40-50	2007-07-02	0								50					4									54																												86				0							
2007	Skåne län	40-50	2007-04-16									30																																																					
2007	Skåne län	40-50	2007-04-30	0						0		30					0,01									30																												0				0						0	
2007	Skåne län	40-50	2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0,01	25					0									25																												0	0			0						0	
2007	Skåne län	40-50	2007-05-14	0						0	0	12					0									12																												0	0			0						12	
2007	Skåne län	40-50	2007-05-21	0								4					0									4																												0				0							
2007	Skåne län	40-50	2007-05-28	6								6					0									6																												0				0							
2007	Skåne län	40-50	2007-06-04	0								8					0									8																												0				0							
2007	Skåne län	40-50	2007-06-11	0								6					0									6																												0				0							
2007	Skåne län	40-50	2007-06-18	0								24					0									24																												4				2							
2007	Skåne län	40-50	2007-06-25	0								52					0									52																												8				0							
2007	Skåne län	40-50	2007-07-02	0								68					0									68																												28				0							
2007	Skåne län	40-50	2007-04-30									25					0									25																												0				0						0	
2007	Skåne län	40-50	2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0	25					0									25																												0	0			0						0	
2007	Skåne län	40-50	2007-05-14	0						0	0	14					0									14																												0	0			0						12	
2007	Skåne län	40-50	2007-05-21	0								6					0									6																												0				0							
2007	Skåne län	40-50	2007-05-28	0,01								4					0									4																												0				0							
2007	Skåne län	40-50	2007-06-04	0								6					0									6																												0				0							
2007	Skåne län	40-50	2007-06-11	0								6					0									6																												0				0							
2007	Skåne län	40-50	2007-06-18	2								12					0									12																												0				0							
2007	Skåne län	40-50	2007-06-25	0						0	0	42					0									42																												10	0			0						28	
2007	Skåne län	40-50	2007-07-02	0								68					0									68																												40				0							
2007	Skåne län	40-50	2007-04-23	0						0	0	25					0									25																												0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0	8					0									8																												0	0			0						0	
2007	Skåne län	40-50	2007-05-14	0						0	0	0					0									0																												0,01	0			0						14,5	
2007	Skåne län	40-50	2007-05-21	0						0	0,08	0,01					0									0																												0	0			0						12,5	
2007	Skåne län	40-50	2007-05-28	0						0	0,4	2					0									2																												4	0,7			0						11	
2007	Skåne län	40-50	2007-06-04	0						0	0	12					0									12																												0,01	0			0						4	
2007	Skåne län	40-50	2007-06-11	0						0	0	16					0									16																												6	0			0						0	
2007	Skåne län	40-50	2007-06-18	0						0	0	14					0									14																												12	0			0						2	
2007	Skåne län	40-50	2007-06-25	0								20					0									20																												10				6							
2007	Skåne län	40-50	2007-07-02	0						0	0	36					0									36																												34	0			10						60	
2007	Skåne län	40-50	2007-04-23	0						0	0	15					0									15																												0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0	0,01					0									0,01																												0	0			0						0	
2007	Skåne län	40-50	2007-05-14	0						0	0	2					0									2																												0	0			0						14,5	
2007	Skåne län	40-50	2007-05-21	0								2					0									2																												0				0							
2007	Skåne län	40-50	2007-05-28	0								4					0									4																												0				0							
2007	Skåne län	40-50	2007-06-04	0								0,01					0									0																												0				0							
2007	Skåne län	40-50	2007-06-11	0								0					0									0																												4				0							
2007	Skåne län	40-50	2007-06-18	0								4					0									4																												70				0							
2007	Skåne län	40-50	2007-06-25	0								4					0									4																												70				0							
2007	Skåne län	40-50	2007-07-02	0								18					0									18																												70				0							
2007	Skåne län	40-50	2007-04-23	0						0	0	25					0									25																												0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0	15					0									15																												0	0			0						0	
2007	Skåne län	40-50	2007-05-14	0						0	0	8					0									8																												0,01	0			0						14,5	
2007	Skåne län	40-50	2007-05-21	0								0					0									0																												0				0							
2007	Skåne län	40-50	2007-05-28	0								8					0									8																												0,01				0						11	
2007	Skåne län	40-50	2007-06-04	0								6					0									6																												0				18							
2007	Skåne län	40-50	2007-06-11	0						0	0	8					0									8																												4	0			24						0	
2007	Skåne län	40-50	2007-06-18	0								12					0									12																												2				18							
2007	Skåne län	40-50	2007-06-25	0						0	0	28					0									28																												10	0			28						22	
2007	Skåne län	40-50	2007-07-02	0								58					0									58																												30				24							
2007	Skåne län	40-50	2007-04-23	0						0	0	25					0									25																												0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0	10					0									10																												0	0			0						0	
2007	Skåne län	40-50	2007-05-14	0						0	0	16					0									16																												0	0			0						14,5	
2007	Skåne län	40-50	2007-05-21	0								4					0									4																												0				0							
2007	Skåne län	40-50	2007-05-28	0								6					0									6																												0				12							
2007	Skåne län	40-50	2007-06-11	0								6					0									6																												6				0							
2007	Skåne län	40-50	2007-06-18	0								8					0									8																												4				12							
2007	Skåne län	40-50	2007-06-25	0								8					0									8																												40				10							
2007	Skåne län	40-50	2007-07-02	0								44					0									44																												80				4							
2007	Skåne län	40-50	2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län	40-50	2007-05-07	0						0	0	12					0									12																												0	0			0						0	
2007	Skåne län	40-50	2007-05-14	0						0	0	6					0									6																												0	0			0						14,5	
2007	Skåne län	40-50	2007-05-21	0								2					0									2																												0				0							
2007	Skåne län	40-50	2007-05-28	0								2					0									2																												0				0							
2007	Skåne län	40-50	2007-06-04	0								6					0									6																												0				0							
2007	Skåne län	40-50	2007-06-11	0								2					0									2																												2				0							
2007	Skåne län	40-50	2007-06-18	0								2					0									2																												0				0							
2007	Skåne län	40-50	2007-06-25	0								8					0									8																												26				0							
2007	Skåne län	40-50	2007-07-02	0								24					0									24																												90				0							
2007	Skåne län	50-60	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	50-60	2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	50-60	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	50-60	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	50-60	2007-05-21	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	50-60	2007-05-28	0	2	0	0,01			0	0																																			0									0										
2007	Skåne län	50-60	2007-06-04	0	0	0,01	0,01			0	0,01								0																											0									0										
2007	Skåne län	50-60	2007-06-11	0	2	0	6			0,04	0																																												0										
2007	Skåne län	50-60	2007-06-18	0	52	0	4			0,12	0																																												0										
2007	Skåne län	50-60	2007-06-25	0	56	0	56			0	0																																												0										
2007	Skåne län	50-60	2007-07-02	0	60	0	56			0	0																																												0										
2007	Skåne län	50-60	2007-04-30	0						0	0	6					0									0																												0	0			0						0	
2007	Skåne län	50-60	2007-04-23	0								22					0									22																												0				0						6	
2007	Skåne län	50-60	2007-05-07	0						0	0	4					0									4																												0	0			0						5	
2007	Skåne län	50-60	2007-05-14	0						0	0	4					0									4																												0	0			0						42	
2007	Skåne län	50-60	2007-05-21	0						0	0	0,01					0									0																												0	0			0						21	
2007	Skåne län	50-60	2007-05-28	0						0	0,01	4					4									8																												0	0			0							
2007	Skåne län	50-60	2007-06-04	0						0,2	0	28					0									28																												0	0			0						5	
2007	Skåne län	50-60	2007-06-11	0						0	0,28	58					0									58																												0,01	0			2						0	
2007	Skåne län	50-60	2007-06-18	0						0	0,12	84					0									84																												8	0			8						19	
2007	Skåne län	50-60	2007-06-25	0						0	0	100					0									100																												76	0			10						82	
2007	Skåne län	50-60	2007-07-02	0						0	0	100					0									100																												100	0			4						34	
2007	Skåne län	40-50	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	40-50	2007-05-21	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	40-50	2007-05-28	0	2	0	0			0,01	0								0																											0									0										
2007	Skåne län	40-50	2007-06-04	0	6	0	12			0,01	0								0																											0									0										
2007	Skåne län	40-50	2007-06-11	0	14	0	18			0,08																																																							
2007	Skåne län	40-50	2007-06-18	0	36	0	32			0	0																																												0										
2007	Skåne län	40-50	2007-06-25	0	36	0	72			0	0																																												0										
2007	Skåne län	40-50	2007-07-02	0	52	0	52			0	0																																												0										
2007	Skåne län	40-50	2007-04-30	0	12	0	44	0,96		0	0																																																						
2007	Skåne län	40-50	2007-04-23	2	4	0	32			0	0																																												0										
2007	Skåne län	40-50	2007-05-07	0	36	0,01	50	0,2		0	0,01																																												0										
2007	Skåne län	40-50	2007-05-14	0	40	0,01	66	0	0	0	0																																												0										
2007	Skåne län	40-50	2007-05-21	0	48	0,01	68	0	0	0	0																																												0										
2007	Skåne län	40-50	2007-05-28	0	54	0,01	94	0	0	0	0																																												0										
2007	Skåne län	60-70	2007-04-30										0																	0																							0										0		
2007	Skåne län	60-70	2007-05-07										0									0	0							0																	0		0				0										0		
2007	Skåne län	60-70	2007-05-14										0									0	0							0																	0		0				0										0	30	
2007	Skåne län	60-70	2007-05-21										0									0	0							0																	0		0				0										0	18	
2007	Skåne län	60-70	2007-05-28																											0,36																																		13	
2007	Skåne län	60-70	2007-06-11																			0	0							1,8																	0		0																
2007	Skåne län	60-70	2007-06-18																			2	6							1,1																	1		4															26	
2007	Skåne län	60-70	2007-06-25																			3	8																								2		3															50	
