År	Län	Distance from station	Graderingsdatum	Mjöldagg % ang blad 1–3	Kornets bladfläcksjuka % ang blad 1–3	Sköldfläcksjuka % ang blad 1–3	Kornrost % ang blad 1–3	Trips antal/strå	Trips % ang bladslidor	Havrebladlus antal/strå	Sädesbladlus antal/strå	Svartpricksjuka % ang blad 1–3	Trips antal/planta	Bladlus antal/blad	Gröna löss antal/25 pl	Stritnymfer antal/blad	Vetets bladfläcksjuka % ang blad 1–3	Stråknäckare index	Primär angrepp % ang plantor	Bladmögel % ang plantor	Rotbrand ang pl/10 pl	Apotecier A antal/25 skl	Apotecier C antal/25 skl	Ärtvecklare antal/fälla	Bladmögel % ang bladyta	Bladfläcksvampar % ang blad 1–3	Betfluga 0–5	Jordburna insekter ang pl/10 pl	Fusarium % ang plantor	Rapsbagge antal/planta	Betrost % angripna blad	Stritar antal/dygn/fälla1	Stritar antal/dygn/fälla2	Betfluga ang pl/25 pl	Mjöldagg % angripna blad	Ärtbladlus antal/toppskott	Blygrå rapsvivel antal/planta	Längd cm	Cercospora % angripna blad	Stinkfly antal/blad	Betbladlus ang pl/25 pl	Svamp totalt % angripna blad	Ärtvivel % angripna blad	Planttäthet antal/100m	Alternaria % ang bladyta	Minerarfluga-stick % ang blad 1–3	Apotecier B antal/25 skl	Bipolaris % ang plantor	Apotecier D antal/25 skl	Jordloppor ang pl/25 pl	Bladmögel % angripna blad	Fritfluga % ang plantor	Jordloppor antal/meter	Brunrost % ang blad 1–3	Gräsbladlus antal/strå	Trips ang pl/25 pl	Vattentillgång 0–5	Gulrost % ang blad 1–3	Betbladlus antal/planta	Trips antal/toppskott	Kronrost % ang blad 1–3	Ramularia % angripna blad	Jordloppor % ang plantor	Nederbörd mm	Fjärilslarver % angripna blad
2007	Skåne län	70-80	2007-05-21	14	0	14	52																																																										
2007	Skåne län	70-80	2007-05-28	20	0	14	46	0	0	0	0																																												0										
2007	Skåne län	70-80	2007-06-11	4	0	6	78																																																										
2007	Skåne län		2007-04-16	0		5				0	0																																											0	0										
2007	Skåne län		2007-04-30	22		2		0	0	0	0																																											2	0										
2007	Skåne län		2007-04-23	2		6																																																4											
2007	Skåne län		2007-05-07	6		12				0	0																																											2	0										
2007	Skåne län		2007-05-14	6		2		0	0	0	0																																											6	0										
2007	Skåne län		2007-05-21	10		2				0	0																																											18	0										
2007	Skåne län		2007-06-04	8		26		0	0	0	0																																											84	0										
2007	Skåne län		2007-06-11	10		40																																																100											
2007	Skåne län	70-80	2007-04-16	0	5	0	0			0	0																																												0										
2007	Skåne län	70-80	2007-04-30	0	6	10	8	0	0	0	0																																												0										
2007	Skåne län	70-80	2007-05-07	4	8	8	8			0	0																																												0										
2007	Skåne län	70-80	2007-05-14	0	4	10	4	0	0	0	0																																												0										
2007	Skåne län	70-80	2007-05-21	4	2	6	6																																																										
2007	Skåne län	70-80	2007-05-28	2	0	16	6			0	0																																												0										
2007	Skåne län	70-80	2007-06-11	2	10	26	60																																																										
2007	Skåne län		2007-04-16	0		10				0	0																																											0	0										
2007	Skåne län		2007-04-30	16		4		0	0	0	0																																											0	0										
2007	Skåne län		2007-04-23	2		18																																																0											
2007	Skåne län		2007-05-07	2		18				0	0																																											2	0										
2007	Skåne län		2007-05-14	6		8		0	0	0	0																																											4	0										
2007	Skåne län		2007-05-21	12		22				0	0																																											4	0										
2007	Skåne län		2007-06-04	8		44		0	0	0	0																																											10	0										
2007	Skåne län		2007-06-11	8		40																																																80											
2007	Skåne län	70-80	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	70-80	2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	70-80	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	70-80	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	70-80	2007-05-21	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	70-80	2007-05-28	0	2	0	4			0	0																																			0									0										
2007	Skåne län	70-80	2007-06-04	0	12	4	12			0	0																																												0										
2007	Skåne län	70-80	2007-06-11	0	16	0	12			0,04	0,04																																												0										
2007	Skåne län	70-80	2007-06-18	0	32	0	28			0,08	0																																												0,48										
2007	Skåne län	70-80	2007-06-25	0	46	0	96			0,16	0																																												0										
2007	Skåne län	70-80	2007-07-02	0	46	0	96			0,16	0																																												0										
2007	Skåne län	70-80	2007-04-30	8						0	0	16					0									16																												0	0			0						0	
2007	Skåne län	70-80	2007-04-23	6						0	0	30					0																																					0	0			0							
2007	Skåne län	70-80	2007-05-07	16						0	0	6					6									6																												0	0			0						2	
2007	Skåne län	70-80	2007-05-14	36						0	0	4					0									0																												0	0			0						20	
2007	Skåne län	70-80	2007-05-21	40						0	0	0					0									0																												0	0			0						9	
2007	Skåne län	70-80	2007-05-28	52						0	0	0					0									0																												0	0			0						18	
2007	Skåne län	70-80	2007-06-04	68						0	0	6					0									0																												0	0			0						7	
2007	Skåne län	70-80	2007-06-11	78						0,8	0,6	20					0									20																												0	0			0						0	
2007	Skåne län	70-80	2007-06-18	90						1,08	1,28	48					0									48																												0	0,04			0						16	
2007	Skåne län	70-80	2007-06-25	92						0,12	0,08	86					0									86																												0	0			0						55	
2007	Skåne län	70-80	2007-07-02	86						0,04	0,04	92					0									92																												0	0			8						15	
2007	Skåne län	70-80	2007-04-16	0	10	0	0			0	0																																												0										
2007	Skåne län	70-80	2007-04-30	4	0	32	0	0	0	0	0																																												0										
2007	Skåne län	70-80	2007-05-07	2	4	0	2			0	0																																												0										
2007	Skåne län	70-80	2007-05-14	10	0	12	26	0	0	0	0																																												0										
2007	Skåne län	70-80	2007-05-21	12	0	18	16																																																										
2007	Skåne län	70-80	2007-05-28	12	0	16	58			0	0																																												0										
2007	Skåne län	70-80	2007-06-11	18	0	10	60																																																										
2007	Skåne län		2007-04-16	0		30				0	0																																											0	0										
2007	Skåne län		2007-04-30	0		8		0	0	0	0																																											2	0										
2007	Skåne län		2007-04-23	2		10																																																0											
2007	Skåne län		2007-05-07	2		10				0	0																																											0	0										
2007	Skåne län		2007-05-14	0		6		0	0	0	0																																											0	0										
2007	Skåne län		2007-05-21	6		6				0	0																																											0	0										
2007	Skåne län		2007-06-04	2		46		0	0	0	0																																											70	0										
2007	Skåne län		2007-06-11	82		38																																																82											
2007	Skåne län	70-80	2007-05-14	0						0	0,04	0					0									0																												0,01	0			0							
2007	Skåne län	70-80	2007-05-28	0						0	0	20					0									20																												0	0			0							
2007	Skåne län	70-80	2007-06-04	0						0	1,53	38					0									38																												34	0			2						11	
2007	Skåne län	70-80	2007-06-11	0						0	0	27					0									27																												98	0			10						0	
2007	Skåne län	70-80	2007-06-18	0						0	0	76					0									76																												74	0			4						28	
2007	Skåne län	70-80	2007-07-02	0						0	0	100					0									100																												100	0			0							
2007	Skåne län	40-50	2007-05-14	0						0	0	4					0									4																												0	0			2							
2007	Skåne län	40-50	2007-05-28	0						0	0	0					0									0																												0	0			0							
2007	Skåne län	40-50	2007-06-04	0						0	0	20					0									20																												8	0			8						4	
2007	Skåne län	40-50	2007-06-11	0						0	0,2	15					0									15																												20	0			8						0	
2007	Skåne län	40-50	2007-06-18	0						0	1,47	30					0									30																												48	0,06			12						26	
2007	Skåne län	40-50	2007-07-02	0						0	0	30					0									30																												40	0			0							
2007	Skåne län	40-50	2007-04-30																			1	1							0,24							0										0		0															0	
2007	Skåne län	40-50	2007-04-23																			0	0							0,12							0										0		0																
2007	Skåne län	40-50	2007-05-07																			2	0							0,56							0										0		0															3	
2007	Skåne län	40-50	2007-05-14																			3	1							0,24							0,02										0		0															25	
2007	Skåne län	40-50	2007-05-21																			3	1																								0		0															13	
2007	Skåne län	40-50	2007-05-28																			3	0																								1		0															5	
2007	Skåne län	40-50	2007-06-04																			4	0																								1		0															3	
2007	Skåne län		2007-04-30	22		0,01		0,44		0	0																																											2	0										
2007	Skåne län		2007-04-23	8		16		0		0	0																																											0,01	0										
2007	Skåne län		2007-05-07	16		6		0,4		0	0																																											2	0										
2007	Skåne län		2007-05-14	20		2		2		0	0																																											0	0										
2007	Skåne län		2007-05-21	24		2				0	0																																											10	0										
2007	Skåne län		2007-06-04	38		14				0	0																																											72	0										
2007	Skåne län		2007-06-11	4		14			0	0	0																																											96	0										
2007	Skåne län	40-50	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	40-50	2007-05-07	0	0	0	0			0	0																																												0										
2007	Skåne län	40-50	2007-05-14	0	2	0	0			0	0																																												0										
2007	Skåne län	40-50	2007-05-21	0	2	0	0			0	0																																												0										
2007	Skåne län	40-50	2007-05-28	0	2	0	0			0	0																																												0										
2007	Skåne län	40-50	2007-06-04	0	10	0	0			0	0																																												0										
2007	Skåne län	40-50	2007-06-11	0	2	0	0			0	0,28																																												0										
2007	Skåne län	40-50	2007-06-18	2	16	0	0			0	0																																												0										
2007	Skåne län	40-50	2007-06-25	0	66	0	0			0	0																																												0										
2007	Skåne län	40-50	2007-07-02	0	84	0	6			0	0																																												0										
2007	Skåne län		2007-05-21																													1,21						3																											
2007	Skåne län		2007-05-28																													2						8																											
2007	Skåne län		2007-06-04																													1,29						14																											
2007	Skåne län		2007-06-11																													3,64						35																											
2007	Skåne län		2007-06-18											0																		0,64						45		0																									
2007	Skåne län		2007-06-25											0,07											0							0,64						58		0					0																				
2007	Skåne län		2007-07-02																													0,14						63																											
2007	Skåne län		2007-07-16											0											0													95		0					0																				
2007	Skåne län		2007-08-20											5											0,03							2,71						110							0																				
2007	Skåne län		2007-08-13											9											0							2						110							0,01																				
2007	Skåne län		2007-08-06											6											0							1,43						109							0																				
2007	Skåne län		2007-07-30											8											0							0,14						103							0																				
2007	Skåne län		2007-07-23											4											0							0,71						100		0					0																				
2007	Skåne län		2007-04-30	28		4		0,44		0	0																																											0	0										
2007	Skåne län		2007-04-23	6		6				0	0																																											0	0										
2007	Skåne län		2007-05-07	12		2		0,4		0	0																																											0	0										
2007	Skåne län		2007-05-14	12		0,01				0	0																																											0	0										
2007	Skåne län		2007-05-21	22		14				0	0																																											2	0										
2007	Skåne län		2007-06-04	26		32				0	0																																											4	0										
2007	Skåne län		2007-06-11	6		12			0	0	0																																											10	0										
2007	Skåne län		2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-07	0	0	0	0			0	0																																												0										
2007	Skåne län		2007-05-14	0	0	0	0			0	0																																												0										
2007	Skåne län		2007-05-21	0	0	0	0			0	0																																												0										
2007	Skåne län		2007-05-28	4	0	0	0			0	0																																												0										
2007	Skåne län		2007-06-04	4	0	0	0			0,04	0																																												0										
2007	Skåne län		2007-06-11	28	2	0	0			0,24	0,76																																												0										
2007	Skåne län		2007-06-18	40	0	0	0			0	0																																												0										
2007	Skåne län		2007-06-25	96	2	0	34			0	0,04																																												0										
2007	Skåne län		2007-07-02	94	0	0	22			0	0																																												0										
2007	Skåne län		2007-04-30	70						0	0	30					0									70																												0	0			0						0	
2007	Skåne län		2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län		2007-05-07	68						0	0	0					0									68																												0	0			0						3	
2007	Skåne län		2007-05-14	50						0	0	2					0									50																												0	0			0						21	
2007	Skåne län		2007-05-21	64						0	0,01	6					0									64																												0	0			0						16	
2007	Skåne län		2007-05-28	68						0	0	0					0									68																												0	0			0						5	
2007	Skåne län		2007-06-04	98						0	0	0					0									98																												0	0			0						5	
2007	Skåne län		2007-06-11	100						0,08	0	0					0									100																												0	0,08			0						0	
2007	Skåne län		2007-06-18	100						0	0	0					0									100																												0	0			0						25	
2007	Skåne län		2007-06-25	100						0	0,08	0					0									100																												0	0			0						55	
2007	Skåne län		2007-07-02	100						0	0	18					0									100																												0	0			0						28	
2007	Skåne län		2007-04-30												0						0						0	0	0					0							0			408						1						2	2		0						
2007	Skåne län		2007-04-23																		0							0	0															234						0						0	3								
2007	Skåne län		2007-05-07																								0							0																							4								
2007	Skåne län		2007-05-14																		0						0	0	0					0										442						6						0	4								
2007	Skåne län		2007-05-21																		0						0							0																						0	4								
2007	Skåne län		2007-05-28																		0						1							3																						0	3								
2007	Skåne län		2007-06-04																		0						3							0																							3								
2007	Skåne län		2007-06-11																								3							0										447													2								
2007	Skåne län		2007-06-18																								3							0																							5								
2007	Skåne län		2007-06-25												0																										4																5		4,84						
2007	Skåne län		2007-07-02												0												3														3																5		1						
2007	Skåne län		2007-07-16												0																0				0				0		0	10															3		0			9			0
2007	Skåne län		2007-07-30												0																0				0				3		1	7															3		0,12			3			3
2007	Skåne län		2007-07-23												0																0				0				0		1	7															4		0,08			6			0
2007	Skåne län	30-40	2007-04-30	0						0	0								0							0																										0			0						0				
2007	Skåne län	30-40	2007-04-23	0						0	0								0							0																										0			0						0				
2007	Skåne län	30-40	2007-05-07	0						0	0								0							0																													0						0				
2007	Skåne län	30-40	2007-05-14	0						0	0															0																													0						0				
2007	Skåne län	30-40	2007-05-21	0						0	0															0																													0						0				
2007	Skåne län	30-40	2007-05-28	0						0	0															0																										0			0						0				
2007	Skåne län	30-40	2007-06-04							0,24	0															0																													0,1						0				
2007	Skåne län	30-40	2007-06-11	0						0,16	0,16															0																													0						0				
2007	Skåne län	30-40	2007-06-18	2						0,04	0,08															2																													0						0				
2007	Skåne län	30-40	2007-06-25	78						0	0,12															6																													0,04						0				
2007	Skåne län	30-40	2007-07-02	60						0	0,04															10																													0,08						0				
2007	Skåne län	30-40	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	30-40	2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	30-40	2007-05-07	0	2	0	0			0	0																																												0										
2007	Skåne län	30-40	2007-05-14	0	4	0	0			0	0																																												0										
2007	Skåne län	30-40	2007-05-21	0	6	0	0			0	0																																												0										
2007	Skåne län	30-40	2007-05-28	0	6	0	0			0	0																																												0										
2007	Skåne län	30-40	2007-06-04		4	0	0			0,16	0																																												0										
2007	Skåne län	30-40	2007-06-11	0	4	0	0			0	0,04																																												0										
2007	Skåne län	30-40	2007-06-18	0	6	0	0			0	0,04																																												0										
2007	Skåne län	30-40	2007-06-25	0	22	0	4			0	0																																												0										
2007	Skåne län	30-40	2007-07-02	0	34	0	2			0	0,01																																												0										
2007	Skåne län		2007-08-20												0																6				75				0		0	81															3		0			18			21
2007	Skåne län		2007-08-13												0																6				9				0		0	21															3		0			9			6
2007	Skåne län		2007-08-06												0																0				0				0		0	3															3		0			3			3
2007	Skåne län		2007-08-27												0																0				96				0		0	97															3		0			15			18
2007	Skåne län		2007-04-30	20		2		0,44		0	0																																											4	0										
2007	Skåne län		2007-04-23	16		4				0	0																																											2	0										
2007	Skåne län		2007-05-07	24		0,01		0,4		0	0																																											4	0										
2007	Skåne län		2007-05-14	20		0,01				0	0																																											2	0										
2007	Skåne län		2007-06-11	6		8			0	0	0																																											94	0										
2007	Skåne län	30-40	2007-04-30	8						0	0	26					0									26																												0	0			0						0	
2007	Skåne län	30-40	2007-04-23	0						0	0	30					0									30																												0	0			0							
2007	Skåne län	30-40	2007-05-07	6						0	0	26					0									26																												0	0			0						2	
2007	Skåne län	30-40	2007-05-14	32						0	0	16					0									16																												0	0			0						17	
2007	Skåne län	30-40	2007-05-21	34						0	0	10					0									34																												0	0			0						17	
2007	Skåne län	30-40	2007-05-28	46						0	0,12	2					0									46																												0	0			0						5	
2007	Skåne län	30-40	2007-06-04	56						0	0	4					0									56																												0	0			0						8	
2007	Skåne län	30-40	2007-06-11	22						0	0,04	10					0									22																												0	0			0						0	
2007	Skåne län	30-40	2007-06-18	42						0	0,08	12					0									42																												0	0			0						29	
2007	Skåne län	30-40	2007-06-25	78						0	0,04	92					0									92																												4	0			0						55	
2007	Skåne län	30-40	2007-07-02	72						0	0	94					0									94																												2	0			0						43	
2007	Skåne län		2007-04-30	20		4		0,44		0	0																																											2	0										
2007	Skåne län		2007-04-23	8		24				0	0																																											0	0										
2007	Skåne län		2007-05-07	18		0,01		0,4		0	0																																											0	0										
2007	Skåne län		2007-05-14	16		6																																																0											
2007	Skåne län		2007-05-21	32		8				0	0																																											4	0										
2007	Skåne län		2007-06-11	2		4			0	0	0																																											86	0										
2007	Skåne län	30-40	2007-07-16											0											0													95		0					0																				
2007	Skåne län	30-40	2007-08-20											5											0							7,43						110							0																				
2007	Skåne län	30-40	2007-08-13											4											0							6,29						110							0,01																				
2007	Skåne län	30-40	2007-08-06											7											0							10						110							0																				
2007	Skåne län	30-40	2007-07-30											9											0							3,29						105							0																				
2007	Skåne län	30-40	2007-07-23											5											0							3,5						102		0					0,01																				
2007	Skåne län	30-40	2007-07-16												0																0				0				0		0	4															4		0			3			0
2007	Skåne län	30-40	2007-08-20												0																0				12				12		0	33															3		0,04			15			33
2007	Skåne län	30-40	2007-08-13												0																0				3				6		0	18															3		0			12			15
2007	Skåne län	30-40	2007-08-06												0																0				0				3		0	15															3		0			12			6
2007	Skåne län	30-40	2007-07-30												0																0				0				0		2	4															3		0,4			3			6
2007	Skåne län	30-40	2007-07-23												0																0				0				0		1	4															4		2,1			3			3
2007	Skåne län	30-40	2007-08-27												0																0				66				0		0	76															3		0			24			24
2007	Skåne län		2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län		2007-05-21	42	0	0	2			0	0								0																											0									0										
2007	Skåne län		2007-05-28	64	6	2	0			0	0																																			0									0										
2007	Skåne län		2007-06-04	58	2	0	4			0,04	0,2																																												0										
2007	Skåne län		2007-06-11	62	6	0	0			0	0																																												0										
2007	Skåne län		2007-06-18	88	4	0	16			0	0,04																																												0										
2007	Skåne län		2007-06-25	92	28	0	88			0	0																																												0										
2007	Skåne län		2007-07-02	88	22	0	86			0	0																																												0										
2007	Skåne län		2007-04-30	2						0	0	2					0									2																												2	0			0						0	
2007	Skåne län		2007-04-23	2						0	0	12					0																																					6	0			0							
2007	Skåne län		2007-05-07	20						0	0	4					0									4																												10	0			0						0	
2007	Skåne län		2007-05-14	12						0	0	0					0									0																												4	0			0						21	
2007	Skåne län		2007-05-21	16						0,08	0	0					0									0																												12	0			0						9	
2007	Skåne län		2007-05-28	40						0	0	0					0									0																												58	0			0						15	
2007	Skåne län		2007-06-04	28						0	0	2					0									0																												82	0			0						5	
2007	Skåne län		2007-06-11	16						0,04	0,6	16					2									16																												98	0			0						0	
2007	Skåne län		2007-06-18	2						0,44	0,56	10					0									10																												100	0			0						20	
2007	Skåne län		2007-06-25	2						0,08	0,08	48					0									48																												100	0			0						57	
2007	Skåne län		2007-07-02							0	0																																											100	0			0						15	
2007	Skåne län	60-70	2007-04-30	0						0	0	6					0									6																												0	0			0						0	
2007	Skåne län	60-70	2007-05-07	2						0	0	16					0									16																												0	0			0						1	
2007	Skåne län	60-70	2007-05-14	0						0	0	10					0									0																												0	0			0						21	
2007	Skåne län	60-70	2007-05-21	0						0	0	14					0									0																												0	0			0						8	
2007	Skåne län	60-70	2007-05-28	2						0,08	0,48	6					0									6																												2	0			0						13	
2007	Skåne län	60-70	2007-06-04	4						0	0	14					2									0																												0	0			0						9	
2007	Skåne län	60-70	2007-06-11	16						0	0	16					2									16																												2	0			0						0	
2007	Skåne län	60-70	2007-06-18	14						0,52	0,92	56					2									56																												4	0			0						18	
2007	Skåne län	60-70	2007-06-25	22						0,4	0,44	90					0									90																												46	0			0						37	
2007	Skåne län	60-70	2007-07-02	18						0,36	0,2	100					0									100																												36	0			0						15	
2007	Skåne län	70-80	2007-04-30	0		36		0	0	0	0																																											0	0										
2007	Skåne län	70-80	2007-05-07	6		8		0,16		0	0																																											0	0										
2007	Skåne län	70-80	2007-05-14	2		0		1,18		0	0																																											0	0										
2007	Skåne län	70-80	2007-05-21	20		2				0	0																																											0	0										
2007	Skåne län	70-80	2007-06-04	66		38		0	0	0	0,48																																											34	0										
2007	Skåne län	70-80	2007-06-11	74		48			80	0	0																																											48	0										
2007	Skåne län	70-80	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	70-80	2007-05-21	28	0	0	2			0	0								0																											0									0										
2007	Skåne län	70-80	2007-05-28	20	0	0	0			0	0																																			0									0										
2007	Skåne län	70-80	2007-06-04	48	0	0	6			0,04	0,04																																																						
2007	Skåne län	70-80	2007-06-11	46	0	0	0			0	0																																												0										
2007	Skåne län	70-80	2007-06-18	52	0	0	2			0	0																																												0										
2007	Skåne län	70-80	2007-06-25	48	0	0	12			0,04	0,28																																												0										
2007	Skåne län	70-80	2007-07-02	48	0	0	10			0,04	0																																												0										
2007	Skåne län	70-80	2007-05-14																	0				0												0							40								0									0					
2007	Skåne län	70-80	2007-05-21																	0				0												0							0								0									0					
2007	Skåne län	70-80	2007-05-28																	0				0												0,04							0								0									0					
2007	Skåne län	70-80	2007-06-04																	8																0,72																								0,2					
2007	Skåne län	70-80	2007-06-11																	4																7,6																								0,8					
2007	Skåne län	70-80	2007-06-18																																	9,2																								0,4					
2007	Skåne län	70-80	2007-06-25																	0																2,4															0									0,48					
2007	Skåne län	70-80	2007-07-02																																	1,2																													
2007	Skåne län		2007-04-30	32	0	2	0	0	0	0	0																																												0										
2007	Skåne län		2007-04-23	8	0	2	0	0	0	0	0																																												0										
2007	Skåne län		2007-05-07	30	2	0,01	0	0,36		0	0																																												0										
2007	Skåne län		2007-05-14	42	0,01	0,01	6	0,8		0	0																																												0										
2007	Skåne län		2007-05-21	70	0,01	4	4			0	0,16																																												0										
2007	Skåne län		2007-05-28	82	4	2	6			0	0,08																																												0										
2007	Skåne län		2007-06-04	84	4	4	18	0	0	0	0,2																																												0										
2007	Skåne län		2007-06-11	74	18	2	48		4	0,08	0																																												0										
2007	Skåne län	70-80	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	70-80	2007-04-23	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	70-80	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	70-80	2007-05-14	0	0	0	0			0	0																																												0										
2007	Skåne län	70-80	2007-05-21	0	4	0	0			0	0																																												0										
2007	Skåne län	70-80	2007-05-28	0	0,01	0	2			0,16	0																																			0									0										
2007	Skåne län	70-80	2007-06-04	0	2	0	2			0,6	0,16								0																																				0										
2007	Skåne län	70-80	2007-06-11	0	14	0	8			0,32	0,2																																												0										
2007	Skåne län	70-80	2007-06-18	0	22	0	12			0	0,16																																												0										
2007	Skåne län	70-80	2007-06-25	0	38	0	14			0	0																																												0										
2007	Skåne län	70-80	2007-07-02	0	62	0	48			0	0,12																																												0										
2007	Skåne län	70-80	2007-04-30												0						0						0	0	0					0							0			462						0						0	2		0						
2007	Skåne län	70-80	2007-04-23												0						0						0	0	0					0							0			253						0						0	3		0						
2007	Skåne län	70-80	2007-05-07																		0,01						0	0	0					0										464						0						1	2								
2007	Skåne län	70-80	2007-05-14																		0,01						0	0	0					0										461						1						0	3								
2007	Skåne län	70-80	2007-05-21																		0						0	0						4																0						0	3								
2007	Skåne län	70-80	2007-05-28												0						0						1							10							0															0	3		0						
2007	Skåne län	70-80	2007-06-04												0						0						1							6							1									0						0	3		0,04						
2007	Skåne län	70-80	2007-06-11												0												1							4							2			460													2		0,48						
2007	Skåne län	70-80	2007-06-18												0												0							2							2																3		0,44						
2007	Skåne län	70-80	2007-06-25												0												0							0							3																4		0,56						
2007	Skåne län	70-80	2007-07-02												0																										4																4		4						
2007	Skåne län	80-90	2007-04-30																	0				0												0							80								0									0					
2007	Skåne län	80-90	2007-04-23																	0				0												0							20								0									0					
2007	Skåne län	80-90	2007-05-07																	0				0												0							70								0									0,16					
2007	Skåne län	80-90	2007-05-14																	8																							70																	0,2					
2007	Skåne län	80-90	2007-05-21																	40				0												0							0								0									0,12					
2007	Skåne län	80-90	2007-05-28																	36				0												0,32							0								0									0,24					
2007	Skåne län	80-90	2007-06-04																	44				0												1,4							0																	0,32					
2007	Skåne län	80-90	2007-06-11																	32																10																								0,4					
2007	Skåne län	80-90	2007-06-18																	36																20																								0,2					
2007	Skåne län	80-90	2007-06-25																	42																5															0									0,12					
2007	Skåne län	80-90	2007-07-02																	60																1															10														
2007	Skåne län		2007-04-30	41		0		0	0	0	0															4																												0	0			0							
2007	Skåne län		2007-04-23	22		2		0	0	0	0															2																												0	0			0							
2007	Skåne län		2007-05-07	18		0,01		0,16		0	0															2																												4	0			0							
2007	Skåne län		2007-05-14	16		0,01		0,2		0	0															0																												4	0			0							
2007	Skåne län		2007-05-21	36		0,01		0,92		0	0,2															0,01																												12	0			0							
2007	Skåne län		2007-05-28	48		0				0	0,24															8																												56	0			0							
2007	Skåne län		2007-06-04	56		0					0,4															18																												62				0							
2007	Skåne län		2007-06-11	52		0				0	0,28															16																												96	0			0							
2007	Skåne län		2007-06-18	54		0				0	0,32															14																												100	0			0							
2007	Skåne län		2007-06-25	68		0			16	0	0															24																												100	0			0							
2007	Skåne län		2007-04-30	8		2		0,16		0	0																																											6	0										
2007	Skåne län		2007-04-23	8		2																																																4											
2007	Skåne län		2007-05-07	4		0,01		0,84		0	0																																											8	0										
2007	Skåne län		2007-05-14	2		0,01		0,72	0	0	0																																											8	0										
2007	Skåne län		2007-05-21	8		0,01				0	0																																											12	0										
2007	Skåne län		2007-06-04	8		2			6	0	0																																											52	0										
2007	Skåne län		2007-06-11	12		10			8	0	0																																											100	0										
2007	Skåne län	90-100	2007-04-30																			0	0							1							0										0		0															0	
2007	Skåne län	90-100	2007-04-23																			0	0							0,8																	0		0															2	
2007	Skåne län	90-100	2007-05-07																			0	0							0,28							0,02										0		0															1	
2007	Skåne län	90-100	2007-05-14																			0	0														0										0		0															23	
2007	Skåne län	90-100	2007-05-21																			0	0																								0		0															7	
2007	Skåne län	90-100	2007-05-28																			0	0																								0		0															25	
2007	Skåne län	90-100	2007-06-04																			0	0							0							0										0		0															4	
2007	Skåne län	90-100	2007-08-27																			0																																											
2007	Skåne län	90-100	2007-08-20																			0																																											
2007	Skåne län	90-100	2007-08-13																			0																																											
2007	Skåne län	90-100	2007-08-06																			0																																											
2007	Skåne län	90-100	2007-07-30																			0																																											
2007	Skåne län	90-100	2007-07-23																			0																																											
2007	Skåne län	90-100	2007-07-16																			0																																											
2007	Skåne län	90-100	2007-07-09																			0																																											
2007	Skåne län	70-80	2007-04-30	2						0	0	18					0									18																												0	0			0						0	
2007	Skåne län	70-80	2007-04-23	2						0	0	4					0									0																												0	0			0							
2007	Skåne län	70-80	2007-05-07	0,01						0	0	4					0									4																												0	0			0						2	
2007	Skåne län	70-80	2007-05-14	4						0	0	6					0									6																												0	0			0						17	
2007	Skåne län	70-80	2007-05-21	0,01						0	0,16	4					0									4																												4	0			0						8	
2007	Skåne län	70-80	2007-05-28	0,01						0	0,32	0,01					0									0,01																												2	0			0						25	
2007	Skåne län	70-80	2007-06-04	6						0	0,28	8					0									8																												6	0			0						6	
2007	Skåne län	70-80	2007-06-11	4						0,32	0,8	16					0									16																												18	0			0						0	
2007	Skåne län	70-80	2007-06-18	6						0	3	34					2									36																												60	0			0						37	
2007	Skåne län	70-80	2007-06-25	8						0	0,92	72					2									72																												100	0			0						112	
2007	Skåne län	70-80	2007-07-02	6						0	0,48	94					2									94																												100	0			0						37	
2007	Skåne län	80-90	2007-04-30																			0	0							0,8							0										0		0															0	
2007	Skåne län	80-90	2007-04-23																			0	0							1																	0		0															2	
2007	Skåne län	80-90	2007-05-07																			0	0							0,32							0,04										0		0															4	
2007	Skåne län	80-90	2007-05-14																			0	0														0,08										0		0															26	
